transaction id,timestamp,transaction type,merchant_category,amount (INR),transaction_status,sender_state,sender_bank,receiver_bank,device_type,network_type,hour_of_day,day_of_week,is_weekend
TXN0000000400,28-07-2024 14:39,P2M,Shopping,2159,SUCCESS,Delhi,SBI,HDFC,Web,4G,14,Sunday,1
TXN0000000401,21-03-2024 09:03,Recharge,Fuel,960,SUCCESS,Tamil Nadu,ICICI,HDFC,Android,4G,9,Thursday,0
TXN0000000402,09-09-2024 18:31,Bill Payment,Fuel,587,SUCCESS,Delhi,HDFC,SBI,Android,4G,18,Monday,0
TXN0000000403,30-09-2024 16:46,P2P,Entertainment,179,SUCCESS,Telangana,ICICI,ICICI,Android,5G,16,Monday,0
TXN0000000404,03-05-2024 18:59,P2M,Grocery,238,SUCCESS,Maharashtra,Yes Bank,SBI,iOS,WiFi,18,Friday,0
TXN0000000405,02-01-2024 15:10,P2M,Shopping,6083,SUCCESS,Delhi,SBI,SBI,Android,4G,15,Tuesday,0
TXN0000000406,07-09-2024 22:53,Bill Payment,Shopping,1612,SUCCESS,Karnataka,SBI,ICICI,iOS,4G,22,Saturday,1
TXN0000000407,30-09-2024 16:53,P2P,Healthcare,459,SUCCESS,Gujarat,IndusInd,Axis,Android,4G,16,Monday,0
TXN0000000408,30-09-2024 15:07,P2P,Entertainment,369,SUCCESS,West Bengal,SBI,SBI,Android,5G,15,Monday,0
TXN0000000409,11-08-2024 13:29,P2P,Other,469,SUCCESS,Tamil Nadu,Kotak,Axis,Android,5G,13,Sunday,1
TXN0000000410,02-01-2024 21:25,P2P,Grocery,420,SUCCESS,Telangana,HDFC,Axis,Android,5G,21,Tuesday,0
TXN0000000411,13-04-2024 06:30,P2P,Healthcare,406,SUCCESS,Uttar Pradesh,HDFC,Axis,Android,4G,6,Saturday,1
TXN0000000412,23-02-2024 18:33,P2M,Other,358,SUCCESS,Delhi,Yes Bank,HDFC,Android,4G,18,Friday,0
TXN0000000413,14-10-2024 17:40,Bill Payment,Utilities,3508,SUCCESS,Andhra Pradesh,Yes Bank,HDFC,Android,3G,17,Monday,0
TXN0000000414,15-09-2024 10:03,P2M,Fuel,1869,SUCCESS,West Bengal,Axis,Axis,iOS,4G,10,Sunday,1
TXN0000000415,05-07-2024 18:32,P2M,Grocery,514,SUCCESS,Karnataka,Yes Bank,Kotak,Android,3G,18,Friday,0
TXN0000000416,08-08-2024 20:13,P2P,Utilities,1980,SUCCESS,Telangana,IndusInd,SBI,iOS,4G,20,Thursday,0
TXN0000000417,23-10-2024 20:12,Bill Payment,Grocery,320,SUCCESS,Uttar Pradesh,Kotak,IndusInd,Android,WiFi,20,Wednesday,0
TXN0000000418,28-10-2024 20:40,P2P,Food,651,SUCCESS,Telangana,SBI,ICICI,Android,4G,20,Monday,0
TXN0000000419,07-11-2024 20:03,Bill Payment,Shopping,199,SUCCESS,Tamil Nadu,Axis,PNB,Android,5G,20,Thursday,0
TXN0000000420,29-08-2024 15:10,P2M,Utilities,3091,SUCCESS,Delhi,IndusInd,IndusInd,Android,4G,15,Thursday,0
TXN0000000421,11-07-2024 20:19,P2P,Shopping,165,SUCCESS,Delhi,Kotak,IndusInd,Android,WiFi,20,Thursday,0
TXN0000000422,08-09-2024 17:14,P2P,Grocery,250,SUCCESS,Maharashtra,Yes Bank,IndusInd,Android,4G,17,Sunday,1
TXN0000000423,24-04-2024 23:19,P2P,Transport,351,SUCCESS,Delhi,HDFC,HDFC,Android,4G,23,Wednesday,0
TXN0000000424,11-12-2024 21:48,P2P,Shopping,1862,SUCCESS,Maharashtra,Kotak,HDFC,Android,4G,21,Wednesday,0
TXN0000000425,03-09-2024 14:57,P2M,Food,1332,SUCCESS,Karnataka,HDFC,ICICI,Android,5G,14,Tuesday,0
TXN0000000426,02-01-2024 19:51,P2P,Shopping,932,FAILED,Andhra Pradesh,IndusInd,HDFC,Web,5G,19,Tuesday,0
TXN0000000427,28-06-2024 18:14,P2P,Utilities,3014,SUCCESS,Rajasthan,SBI,HDFC,Android,4G,18,Friday,0
TXN0000000428,19-03-2024 18:50,P2M,Grocery,301,SUCCESS,Maharashtra,HDFC,HDFC,Android,4G,18,Tuesday,0
TXN0000000429,18-10-2024 01:02,P2P,Healthcare,368,SUCCESS,Maharashtra,HDFC,Yes Bank,iOS,5G,1,Friday,0
TXN0000000430,22-03-2024 05:15,P2M,Other,757,SUCCESS,Maharashtra,HDFC,SBI,Android,4G,5,Friday,0
TXN0000000431,05-12-2024 12:17,P2M,Food,241,SUCCESS,Maharashtra,HDFC,ICICI,Android,4G,12,Thursday,0
TXN0000000432,27-10-2024 13:16,P2M,Food,83,SUCCESS,Telangana,ICICI,HDFC,Android,4G,13,Sunday,1
TXN0000000433,02-11-2024 15:11,P2M,Other,197,SUCCESS,Maharashtra,SBI,SBI,Android,4G,15,Saturday,1
TXN0000000434,29-11-2024 19:02,P2M,Entertainment,378,SUCCESS,Maharashtra,SBI,SBI,Android,4G,19,Friday,0
TXN0000000435,14-04-2024 15:43,Bill Payment,Other,634,FAILED,Tamil Nadu,ICICI,SBI,iOS,WiFi,15,Sunday,1
TXN0000000436,25-05-2024 21:34,P2P,Other,604,SUCCESS,Rajasthan,ICICI,SBI,Android,5G,21,Saturday,1
TXN0000000437,12-06-2024 21:21,Bill Payment,Food,738,SUCCESS,Rajasthan,ICICI,ICICI,Android,5G,21,Wednesday,0
TXN0000000438,09-06-2024 21:35,P2P,Grocery,1898,SUCCESS,Delhi,HDFC,IndusInd,iOS,WiFi,21,Sunday,1
TXN0000000439,17-11-2024 22:50,P2M,Shopping,213,SUCCESS,Karnataka,SBI,SBI,Android,4G,22,Sunday,1
TXN0000000440,24-02-2024 19:52,P2P,Healthcare,122,SUCCESS,West Bengal,IndusInd,Yes Bank,Android,4G,19,Saturday,1
TXN0000000441,28-09-2024 12:30,P2M,Healthcare,160,SUCCESS,Uttar Pradesh,SBI,IndusInd,Android,4G,12,Saturday,1
TXN0000000442,07-03-2024 19:16,P2P,Shopping,1575,SUCCESS,Maharashtra,Axis,SBI,iOS,4G,19,Thursday,0
TXN0000000443,28-03-2024 08:35,P2M,Utilities,15583,SUCCESS,Telangana,HDFC,ICICI,Android,5G,8,Thursday,0
TXN0000000444,13-04-2024 09:59,P2P,Shopping,2950,SUCCESS,Telangana,SBI,HDFC,Android,4G,9,Saturday,1
TXN0000000445,05-08-2024 18:11,Recharge,Shopping,135,SUCCESS,Karnataka,SBI,SBI,Android,4G,18,Monday,0
TXN0000000446,04-10-2024 13:06,Bill Payment,Shopping,367,SUCCESS,Uttar Pradesh,IndusInd,SBI,Android,4G,13,Friday,0
TXN0000000447,24-10-2024 18:48,P2M,Shopping,1788,SUCCESS,Delhi,HDFC,Kotak,iOS,4G,18,Thursday,0
TXN0000000448,22-04-2024 18:11,Bill Payment,Grocery,137,SUCCESS,West Bengal,SBI,Yes Bank,Android,5G,18,Monday,0
TXN0000000449,10-06-2024 16:32,P2P,Fuel,1260,SUCCESS,Delhi,HDFC,HDFC,iOS,5G,16,Monday,0
TXN0000000450,21-05-2024 19:45,P2P,Fuel,837,SUCCESS,Gujarat,ICICI,SBI,Web,4G,19,Tuesday,0
TXN0000000451,04-01-2024 07:18,P2P,Education,1051,SUCCESS,Delhi,ICICI,SBI,Android,4G,7,Thursday,0
TXN0000000452,03-10-2024 10:31,P2M,Entertainment,322,FAILED,Maharashtra,SBI,SBI,iOS,5G,10,Thursday,0
TXN0000000453,31-10-2024 17:57,Bill Payment,Grocery,476,SUCCESS,Telangana,Axis,Axis,Android,4G,17,Thursday,0
TXN0000000454,19-02-2024 20:13,Recharge,Entertainment,588,SUCCESS,Gujarat,SBI,PNB,Android,4G,20,Monday,0
TXN0000000455,27-10-2024 09:40,P2M,Healthcare,383,SUCCESS,Telangana,PNB,SBI,iOS,5G,9,Sunday,1
TXN0000000456,23-06-2024 19:11,P2M,Food,100,SUCCESS,Telangana,IndusInd,HDFC,Android,4G,19,Sunday,1
TXN0000000457,31-05-2024 10:06,Bill Payment,Fuel,3218,SUCCESS,Telangana,Axis,Kotak,Android,3G,10,Friday,0
TXN0000000458,05-09-2024 19:36,P2P,Grocery,1363,SUCCESS,West Bengal,Axis,IndusInd,Android,WiFi,19,Thursday,0
TXN0000000459,19-02-2024 15:37,P2P,Transport,271,SUCCESS,Uttar Pradesh,ICICI,PNB,Android,WiFi,15,Monday,0
TXN0000000460,03-01-2024 12:07,P2P,Grocery,747,SUCCESS,Maharashtra,ICICI,ICICI,Android,WiFi,12,Wednesday,0
TXN0000000461,26-08-2024 17:42,P2P,Grocery,2734,SUCCESS,Uttar Pradesh,Kotak,HDFC,Android,4G,17,Monday,0
TXN0000000462,15-10-2024 20:18,Bill Payment,Utilities,3603,FAILED,Delhi,Kotak,PNB,Android,5G,20,Tuesday,0
TXN0000000463,27-12-2024 20:35,P2P,Transport,34,SUCCESS,West Bengal,HDFC,ICICI,Android,4G,20,Friday,0
TXN0000000464,23-07-2024 18:35,P2P,Food,1559,SUCCESS,Tamil Nadu,SBI,PNB,Android,3G,18,Tuesday,0
TXN0000000465,01-10-2024 20:39,Bill Payment,Utilities,372,SUCCESS,Andhra Pradesh,IndusInd,IndusInd,Android,5G,20,Tuesday,0
TXN0000000466,01-09-2024 14:16,P2P,Shopping,498,SUCCESS,Rajasthan,SBI,Kotak,Android,4G,14,Sunday,1
TXN0000000467,26-07-2024 23:51,Recharge,Entertainment,127,SUCCESS,Uttar Pradesh,Axis,ICICI,Android,4G,23,Friday,0
TXN0000000468,12-08-2024 20:17,P2P,Other,452,SUCCESS,Maharashtra,Axis,Kotak,Android,4G,20,Monday,0
TXN0000000469,21-07-2024 17:50,P2M,Shopping,2709,SUCCESS,Tamil Nadu,HDFC,Axis,Android,4G,17,Sunday,1
TXN0000000470,11-04-2024 21:21,P2P,Grocery,198,SUCCESS,Delhi,SBI,Yes Bank,Android,4G,21,Thursday,0
TXN0000000471,16-10-2024 18:35,Bill Payment,Grocery,1248,SUCCESS,Tamil Nadu,IndusInd,SBI,Android,4G,18,Wednesday,0
TXN0000000472,30-03-2024 23:10,P2P,Other,756,SUCCESS,Telangana,Kotak,IndusInd,Android,4G,23,Saturday,1
TXN0000000473,03-10-2024 18:23,P2P,Other,227,SUCCESS,Telangana,PNB,Yes Bank,Android,4G,18,Thursday,0
TXN0000000474,27-11-2024 07:55,P2M,Utilities,3388,SUCCESS,Andhra Pradesh,IndusInd,IndusInd,Android,5G,7,Wednesday,0
TXN0000000475,07-09-2024 17:13,Bill Payment,Grocery,2018,SUCCESS,West Bengal,SBI,SBI,Web,4G,17,Saturday,1
TXN0000000476,22-03-2024 18:43,P2P,Food,1205,SUCCESS,Gujarat,ICICI,Yes Bank,Android,4G,18,Friday,0
TXN0000000477,20-09-2024 21:57,P2M,Food,572,SUCCESS,Karnataka,Kotak,PNB,Android,4G,21,Friday,0
TXN0000000478,01-09-2024 12:02,Bill Payment,Shopping,800,FAILED,Uttar Pradesh,PNB,Axis,Android,4G,12,Sunday,1
TXN0000000479,09-04-2024 22:34,P2P,Shopping,881,FAILED,Maharashtra,SBI,HDFC,Android,5G,22,Tuesday,0
TXN0000000480,19-02-2024 18:44,P2M,Grocery,1537,SUCCESS,Maharashtra,IndusInd,SBI,Android,4G,18,Monday,0
TXN0000000481,05-02-2024 13:03,P2P,Other,1791,SUCCESS,Maharashtra,SBI,Yes Bank,Android,WiFi,13,Monday,0
TXN0000000482,01-01-2024 03:45,Bill Payment,Shopping,1122,SUCCESS,Maharashtra,Yes Bank,HDFC,Android,5G,3,Monday,0
TXN0000000483,04-06-2024 19:38,P2M,Other,753,SUCCESS,Andhra Pradesh,IndusInd,Axis,iOS,4G,19,Tuesday,0
TXN0000000484,21-06-2024 13:19,P2M,Transport,78,SUCCESS,Uttar Pradesh,IndusInd,SBI,Android,WiFi,13,Friday,0
TXN0000000485,08-10-2024 18:12,P2M,Shopping,308,SUCCESS,Delhi,Yes Bank,ICICI,Android,4G,18,Tuesday,0
TXN0000000486,01-12-2024 18:19,P2M,Shopping,1288,SUCCESS,West Bengal,SBI,PNB,Android,WiFi,18,Sunday,1
TXN0000000487,14-06-2024 17:19,P2P,Entertainment,500,SUCCESS,Rajasthan,ICICI,HDFC,Android,5G,17,Friday,0
TXN0000000488,26-12-2024 12:33,P2P,Transport,124,SUCCESS,Delhi,SBI,Axis,Android,4G,12,Thursday,0
TXN0000000489,25-03-2024 20:15,P2M,Grocery,244,SUCCESS,Maharashtra,SBI,SBI,iOS,5G,20,Monday,0
TXN0000000490,07-03-2024 08:50,P2P,Other,822,SUCCESS,Karnataka,IndusInd,HDFC,iOS,4G,8,Thursday,0
TXN0000000491,18-10-2024 15:11,P2M,Food,585,SUCCESS,Uttar Pradesh,HDFC,SBI,iOS,4G,15,Friday,0
TXN0000000492,13-03-2024 07:00,Bill Payment,Utilities,1605,SUCCESS,Karnataka,Axis,SBI,Android,5G,7,Wednesday,0
TXN0000000493,09-11-2024 12:45,P2P,Entertainment,247,SUCCESS,Karnataka,Axis,PNB,iOS,5G,12,Saturday,1
TXN0000000494,30-06-2024 19:33,P2P,Entertainment,893,SUCCESS,Maharashtra,PNB,ICICI,Android,4G,19,Sunday,1
TXN0000000495,13-08-2024 21:14,P2P,Food,234,SUCCESS,Tamil Nadu,HDFC,SBI,Android,4G,21,Tuesday,0
TXN0000000496,06-02-2024 14:12,Bill Payment,Other,734,SUCCESS,Tamil Nadu,SBI,SBI,Android,5G,14,Tuesday,0
TXN0000000497,21-09-2024 09:07,Bill Payment,Other,1910,FAILED,Gujarat,HDFC,HDFC,Android,4G,9,Saturday,1
TXN0000000498,01-05-2024 10:03,Bill Payment,Grocery,2462,SUCCESS,Maharashtra,Yes Bank,Yes Bank,Android,4G,10,Wednesday,0
TXN0000000499,29-07-2024 10:02,Bill Payment,Shopping,1131,SUCCESS,Maharashtra,HDFC,HDFC,Android,4G,10,Monday,0
TXN0000000500,19-08-2024 11:11,P2P,Utilities,1518,SUCCESS,Andhra Pradesh,PNB,Kotak,Android,4G,11,Monday,0
TXN0000000501,13-12-2024 07:57,P2P,Healthcare,334,SUCCESS,West Bengal,PNB,SBI,Android,4G,7,Friday,0
TXN0000000502,21-12-2024 15:03,P2P,Entertainment,283,SUCCESS,Maharashtra,Kotak,HDFC,Android,4G,15,Saturday,1
TXN0000000503,31-01-2024 13:50,P2P,Food,388,SUCCESS,Karnataka,Kotak,Yes Bank,Android,WiFi,13,Wednesday,0
TXN0000000504,30-05-2024 18:00,P2P,Other,554,FAILED,Karnataka,SBI,Kotak,Android,4G,18,Thursday,0
TXN0000000505,23-09-2024 15:13,P2M,Food,103,SUCCESS,Rajasthan,HDFC,Yes Bank,Android,5G,15,Monday,0
TXN0000000506,13-07-2024 09:45,P2P,Food,133,SUCCESS,Delhi,IndusInd,HDFC,Android,4G,9,Saturday,1
TXN0000000507,09-01-2024 05:40,Bill Payment,Other,286,SUCCESS,Andhra Pradesh,SBI,ICICI,Android,WiFi,5,Tuesday,0
TXN0000000508,09-10-2024 20:37,P2P,Entertainment,218,SUCCESS,Maharashtra,Axis,HDFC,iOS,WiFi,20,Wednesday,0
TXN0000000509,28-10-2024 21:14,P2M,Food,119,SUCCESS,Maharashtra,Yes Bank,HDFC,Android,5G,21,Monday,0
TXN0000000510,27-10-2024 16:01,P2P,Transport,189,SUCCESS,Rajasthan,HDFC,IndusInd,Android,5G,16,Sunday,1
TXN0000000511,11-01-2024 21:58,P2M,Entertainment,661,SUCCESS,Tamil Nadu,HDFC,PNB,Android,5G,21,Thursday,0
TXN0000000512,02-09-2024 19:06,P2P,Grocery,222,SUCCESS,Maharashtra,PNB,SBI,Android,WiFi,19,Monday,0
TXN0000000513,13-09-2024 09:39,P2P,Grocery,1064,SUCCESS,Tamil Nadu,ICICI,Axis,Android,4G,9,Friday,0
TXN0000000514,02-01-2024 18:12,P2P,Food,476,SUCCESS,Telangana,IndusInd,SBI,iOS,4G,18,Tuesday,0
TXN0000000515,28-06-2024 11:22,P2M,Fuel,4976,SUCCESS,Tamil Nadu,Kotak,SBI,Android,4G,11,Friday,0
TXN0000000516,30-08-2024 09:35,P2M,Fuel,4305,SUCCESS,Telangana,HDFC,Axis,Android,4G,9,Friday,0
TXN0000000517,08-02-2024 13:43,P2M,Food,497,SUCCESS,Maharashtra,Yes Bank,IndusInd,iOS,4G,13,Thursday,0
TXN0000000518,20-03-2024 11:10,P2P,Food,265,SUCCESS,West Bengal,HDFC,SBI,iOS,5G,11,Wednesday,0
TXN0000000519,12-09-2024 02:30,P2M,Entertainment,1715,SUCCESS,Telangana,SBI,HDFC,iOS,5G,2,Thursday,0
TXN0000000520,16-06-2024 08:16,Recharge,Shopping,166,SUCCESS,Uttar Pradesh,SBI,PNB,Android,4G,8,Sunday,1
TXN0000000521,21-05-2024 18:45,Bill Payment,Other,432,SUCCESS,Karnataka,HDFC,PNB,Android,WiFi,18,Tuesday,0
TXN0000000522,12-02-2024 06:59,P2M,Shopping,9541,SUCCESS,Tamil Nadu,IndusInd,Axis,Android,4G,6,Monday,0
TXN0000000523,10-05-2024 13:25,Recharge,Grocery,1086,SUCCESS,Delhi,ICICI,SBI,Android,5G,13,Friday,0
TXN0000000524,29-03-2024 18:04,Bill Payment,Fuel,473,SUCCESS,Rajasthan,Yes Bank,IndusInd,iOS,4G,18,Friday,0
TXN0000000525,26-01-2024 22:25,P2M,Shopping,646,SUCCESS,Delhi,SBI,SBI,Android,4G,22,Friday,0
TXN0000000526,16-08-2024 01:17,P2P,Utilities,2243,SUCCESS,Rajasthan,PNB,Axis,Android,4G,1,Friday,0
TXN0000000527,11-09-2024 10:40,P2P,Entertainment,123,SUCCESS,Uttar Pradesh,SBI,Yes Bank,Android,5G,10,Wednesday,0
TXN0000000528,19-05-2024 16:32,P2P,Healthcare,966,SUCCESS,Maharashtra,IndusInd,PNB,Android,4G,16,Sunday,1
TXN0000000529,15-08-2024 03:12,P2M,Education,3795,SUCCESS,Rajasthan,SBI,Axis,Android,5G,3,Thursday,0
TXN0000000530,15-09-2024 23:27,P2P,Utilities,3474,SUCCESS,Delhi,Axis,Axis,Android,5G,23,Sunday,1
TXN0000000531,14-01-2024 19:41,Recharge,Shopping,6859,SUCCESS,West Bengal,HDFC,Kotak,Android,4G,19,Sunday,1
TXN0000000532,19-08-2024 16:33,P2P,Grocery,248,SUCCESS,Karnataka,PNB,Kotak,Android,4G,16,Monday,0
TXN0000000533,10-12-2024 12:35,Recharge,Transport,73,SUCCESS,Tamil Nadu,HDFC,ICICI,Web,4G,12,Tuesday,0
TXN0000000534,25-10-2024 15:55,P2M,Grocery,909,FAILED,Maharashtra,PNB,IndusInd,Android,4G,15,Friday,0
TXN0000000535,23-08-2024 11:58,Bill Payment,Grocery,375,SUCCESS,West Bengal,IndusInd,Axis,iOS,4G,11,Friday,0
TXN0000000536,02-01-2024 22:04,P2M,Utilities,293,SUCCESS,Delhi,SBI,SBI,iOS,4G,22,Tuesday,0
TXN0000000537,12-04-2024 10:32,P2M,Other,444,SUCCESS,Karnataka,PNB,IndusInd,Android,5G,10,Friday,0
TXN0000000538,22-08-2024 22:38,P2M,Fuel,2065,SUCCESS,Uttar Pradesh,ICICI,Yes Bank,Android,5G,22,Thursday,0
TXN0000000539,08-02-2024 15:31,P2P,Utilities,4001,SUCCESS,Tamil Nadu,IndusInd,IndusInd,Android,4G,15,Thursday,0
TXN0000000540,17-12-2024 14:41,P2P,Shopping,631,SUCCESS,Uttar Pradesh,Kotak,PNB,Android,3G,14,Tuesday,0
TXN0000000541,20-01-2024 14:25,P2M,Transport,337,SUCCESS,Karnataka,SBI,IndusInd,Android,5G,14,Saturday,1
TXN0000000542,22-11-2024 06:54,P2M,Entertainment,725,SUCCESS,Andhra Pradesh,Yes Bank,Yes Bank,iOS,4G,6,Friday,0
TXN0000000543,02-04-2024 17:13,P2M,Shopping,811,SUCCESS,Rajasthan,HDFC,ICICI,Android,4G,17,Tuesday,0
TXN0000000544,04-09-2024 14:39,P2M,Fuel,3673,SUCCESS,Maharashtra,Yes Bank,ICICI,Android,4G,14,Wednesday,0
TXN0000000545,24-06-2024 16:21,P2P,Other,376,SUCCESS,Rajasthan,SBI,Yes Bank,Android,WiFi,16,Monday,0
TXN0000000546,24-02-2024 18:55,P2P,Food,453,SUCCESS,West Bengal,IndusInd,Kotak,Android,WiFi,18,Saturday,1
TXN0000000547,29-03-2024 18:31,P2M,Shopping,5220,SUCCESS,West Bengal,SBI,Kotak,Android,5G,18,Friday,0
TXN0000000548,14-12-2024 09:45,P2P,Grocery,316,FAILED,Maharashtra,SBI,ICICI,iOS,5G,9,Saturday,1
TXN0000000549,06-08-2024 17:35,Recharge,Entertainment,705,SUCCESS,Uttar Pradesh,SBI,ICICI,Android,4G,17,Tuesday,0
TXN0000000550,30-12-2024 20:38,P2P,Food,378,SUCCESS,Uttar Pradesh,ICICI,ICICI,Android,4G,20,Monday,0
TXN0000000551,12-11-2024 17:59,P2P,Fuel,2170,SUCCESS,Andhra Pradesh,HDFC,HDFC,Android,4G,17,Tuesday,0
TXN0000000552,20-12-2024 20:56,P2M,Food,496,SUCCESS,Delhi,SBI,HDFC,Android,5G,20,Friday,0
TXN0000000553,10-06-2024 18:03,P2M,Shopping,8360,SUCCESS,Telangana,HDFC,IndusInd,Android,4G,18,Monday,0
TXN0000000554,20-10-2024 18:51,P2M,Food,228,SUCCESS,Delhi,Yes Bank,PNB,Android,4G,18,Sunday,1
TXN0000000555,01-02-2024 20:45,P2P,Grocery,465,SUCCESS,Rajasthan,Yes Bank,ICICI,Android,WiFi,20,Thursday,0
TXN0000000556,23-04-2024 13:40,P2P,Utilities,4885,SUCCESS,Tamil Nadu,SBI,Yes Bank,iOS,5G,13,Tuesday,0
TXN0000000557,30-03-2024 20:52,P2M,Fuel,564,SUCCESS,Karnataka,IndusInd,SBI,Android,WiFi,20,Saturday,1
TXN0000000558,28-01-2024 21:23,P2M,Shopping,3336,SUCCESS,Maharashtra,HDFC,IndusInd,Android,WiFi,21,Sunday,1
TXN0000000559,18-12-2024 16:11,P2M,Utilities,2020,SUCCESS,Rajasthan,IndusInd,PNB,Android,4G,16,Wednesday,0
TXN0000000560,16-07-2024 19:42,P2P,Grocery,231,SUCCESS,Karnataka,SBI,Kotak,iOS,4G,19,Tuesday,0
TXN0000000561,15-10-2024 21:51,P2P,Shopping,1043,SUCCESS,Andhra Pradesh,SBI,ICICI,Android,4G,21,Tuesday,0
TXN0000000562,03-01-2024 12:48,P2M,Utilities,3858,SUCCESS,Telangana,Yes Bank,SBI,Android,4G,12,Wednesday,0
TXN0000000563,02-08-2024 12:47,Bill Payment,Shopping,1519,SUCCESS,Rajasthan,SBI,Kotak,iOS,4G,12,Friday,0
TXN0000000564,06-10-2024 22:23,P2P,Grocery,502,SUCCESS,Delhi,Axis,SBI,Android,4G,22,Sunday,1
TXN0000000565,29-12-2024 22:21,P2M,Shopping,3927,SUCCESS,Karnataka,HDFC,Axis,Android,4G,22,Sunday,1
TXN0000000566,24-08-2024 09:05,P2M,Grocery,3803,SUCCESS,Andhra Pradesh,Yes Bank,PNB,iOS,3G,9,Saturday,1
TXN0000000567,07-10-2024 04:53,P2P,Grocery,2533,SUCCESS,Rajasthan,Yes Bank,Kotak,Android,3G,4,Monday,0
TXN0000000568,01-03-2024 19:06,Bill Payment,Utilities,6857,SUCCESS,West Bengal,Axis,Kotak,Android,4G,19,Friday,0
TXN0000000569,07-08-2024 15:10,P2M,Utilities,645,SUCCESS,Tamil Nadu,HDFC,PNB,Web,4G,15,Wednesday,0
TXN0000000570,28-05-2024 09:51,P2P,Shopping,4394,SUCCESS,Karnataka,SBI,HDFC,Android,4G,9,Tuesday,0
TXN0000000571,01-03-2024 20:59,P2M,Grocery,93,SUCCESS,Uttar Pradesh,IndusInd,Axis,Android,4G,20,Friday,0
TXN0000000572,17-03-2024 18:28,Bill Payment,Transport,191,SUCCESS,Uttar Pradesh,ICICI,PNB,Android,4G,18,Sunday,1
TXN0000000573,26-06-2024 11:38,Bill Payment,Food,668,SUCCESS,West Bengal,IndusInd,Kotak,iOS,4G,11,Wednesday,0
TXN0000000574,10-11-2024 12:45,P2M,Entertainment,88,SUCCESS,Andhra Pradesh,SBI,IndusInd,Android,4G,12,Sunday,1
TXN0000000575,29-04-2024 16:01,P2M,Shopping,1371,SUCCESS,West Bengal,SBI,SBI,Android,4G,16,Monday,0
TXN0000000576,05-09-2024 14:59,P2M,Healthcare,214,SUCCESS,Rajasthan,SBI,SBI,Android,4G,14,Thursday,0
TXN0000000577,29-07-2024 10:55,P2P,Shopping,776,SUCCESS,Uttar Pradesh,ICICI,PNB,Android,5G,10,Monday,0
TXN0000000578,04-04-2024 13:43,P2M,Utilities,3101,SUCCESS,Telangana,SBI,SBI,Android,4G,13,Thursday,0
TXN0000000579,29-04-2024 21:19,P2M,Transport,655,SUCCESS,Tamil Nadu,SBI,IndusInd,iOS,4G,21,Monday,0
TXN0000000580,21-07-2024 13:00,P2P,Utilities,2332,SUCCESS,Maharashtra,Axis,ICICI,Android,4G,13,Sunday,1
TXN0000000581,18-08-2024 14:20,Bill Payment,Grocery,1287,SUCCESS,Maharashtra,SBI,SBI,Web,4G,14,Sunday,1
TXN0000000582,25-10-2024 21:53,P2P,Shopping,869,SUCCESS,Uttar Pradesh,Axis,Kotak,iOS,5G,21,Friday,0
TXN0000000583,26-11-2024 21:06,P2M,Utilities,325,SUCCESS,West Bengal,Kotak,SBI,iOS,4G,21,Tuesday,0
TXN0000000584,02-11-2024 07:39,P2P,Fuel,653,SUCCESS,Delhi,ICICI,IndusInd,Web,5G,7,Saturday,1
TXN0000000585,15-09-2024 08:12,P2M,Shopping,5196,SUCCESS,Maharashtra,PNB,SBI,iOS,WiFi,8,Sunday,1
TXN0000000586,04-10-2024 19:37,P2P,Entertainment,766,SUCCESS,Andhra Pradesh,HDFC,Kotak,Android,4G,19,Friday,0
TXN0000000587,04-12-2024 17:24,Bill Payment,Grocery,1006,SUCCESS,West Bengal,SBI,HDFC,Android,4G,17,Wednesday,0
TXN0000000588,13-11-2024 19:13,P2P,Transport,126,FAILED,Rajasthan,HDFC,PNB,Android,5G,19,Wednesday,0
TXN0000000589,13-12-2024 17:38,P2P,Grocery,1944,SUCCESS,Gujarat,Axis,PNB,Android,5G,17,Friday,0
TXN0000000590,03-09-2024 14:50,P2M,Grocery,1623,SUCCESS,Gujarat,Yes Bank,Axis,Android,4G,14,Tuesday,0
TXN0000000591,20-05-2024 23:23,P2P,Food,113,SUCCESS,Delhi,IndusInd,ICICI,Android,4G,23,Monday,0
TXN0000000592,04-07-2024 12:45,P2M,Grocery,914,SUCCESS,Rajasthan,PNB,Kotak,Android,5G,12,Thursday,0
TXN0000000593,27-08-2024 12:30,P2M,Utilities,629,SUCCESS,Tamil Nadu,IndusInd,HDFC,Android,4G,12,Tuesday,0
TXN0000000594,13-03-2024 12:57,P2P,Other,646,SUCCESS,Delhi,ICICI,SBI,iOS,5G,12,Wednesday,0
TXN0000000595,27-01-2024 16:26,P2P,Shopping,679,SUCCESS,Gujarat,Kotak,ICICI,iOS,4G,16,Saturday,1
TXN0000000596,03-11-2024 18:06,P2P,Food,460,SUCCESS,Maharashtra,Axis,ICICI,Android,3G,18,Sunday,1
TXN0000000597,12-01-2024 21:52,P2P,Utilities,2673,SUCCESS,Maharashtra,HDFC,Axis,Android,4G,21,Friday,0
TXN0000000598,22-11-2024 11:55,P2P,Grocery,389,SUCCESS,Gujarat,ICICI,HDFC,Android,3G,11,Friday,0
TXN0000000599,25-10-2024 04:31,P2P,Grocery,654,SUCCESS,Maharashtra,Yes Bank,IndusInd,Android,4G,4,Friday,0
