transaction id,timestamp,transaction type,merchant_category,amount (INR),transaction_status,sender_state,sender_bank,receiver_bank,device_type,network_type,hour_of_day,day_of_week,is_weekend,hour
TXN0000000378,2024-11-15 10:05:00,P2M,Grocery,1685,SUCCESS,Karnataka,HDFC,IndusInd,Android,3G,10,Friday,False,10
TXN0000000379,2024-02-07 17:25:00,P2M,Shopping,4692,SUCCESS,Uttar Pradesh,HDFC,SBI,Web,5G,17,Wednesday,False,17
TXN0000000380,2024-09-01 19:12:00,P2P,Transport,667,SUCCESS,Rajasthan,SBI,SBI,Android,4G,19,Sunday,True,19
TXN0000000381,2024-11-21 17:36:00,P2P,Food,1016,SUCCESS,Karnataka,Yes Bank,SBI,Android,4G,17,Thursday,False,17
TXN0000000382,2024-07-10 22:00:00,P2M,Shopping,443,SUCCESS,Andhra Pradesh,SBI,Axis,Web,5G,22,Wednesday,False,22
TXN0000000383,2024-11-11 20:29:00,Recharge,Food,365,SUCCESS,Maharashtra,Yes Bank,HDFC,iOS,WiFi,20,Monday,False,20
TXN0000000384,2024-09-14 20:21:00,P2P,Other,1080,SUCCESS,Uttar Pradesh,Kotak,Axis,Web,4G,20,Saturday,True,20
TXN0000000385,2024-03-20 19:29:00,P2P,Other,484,SUCCESS,Tamil Nadu,HDFC,SBI,Android,5G,19,Wednesday,False,19
TXN0000000386,2024-05-09 21:19:00,P2P,Shopping,391,FAILED,Delhi,HDFC,IndusInd,iOS,WiFi,21,Thursday,False,21
TXN0000000387,2024-07-25 16:56:00,P2M,Fuel,4022,SUCCESS,Telangana,ICICI,IndusInd,iOS,5G,16,Thursday,False,16
TXN0000000388,2024-03-31 19:15:00,P2M,Fuel,1352,SUCCESS,Uttar Pradesh,HDFC,HDFC,Web,4G,19,Sunday,True,19
TXN0000000389,2024-05-07 14:25:00,P2P,Entertainment,573,SUCCESS,Rajasthan,IndusInd,Kotak,iOS,4G,14,Tuesday,False,14
TXN0000000390,2024-05-20 16:37:00,P2M,Shopping,1008,SUCCESS,Uttar Pradesh,SBI,ICICI,Android,4G,16,Monday,False,16
TXN0000000391,2024-05-17 17:05:00,P2P,Grocery,1957,SUCCESS,Maharashtra,Yes Bank,ICICI,Android,5G,17,Friday,False,17
TXN0000000392,2024-01-21 00:32:00,P2M,Entertainment,410,SUCCESS,Tamil Nadu,SBI,Yes Bank,Android,4G,0,Sunday,True,0
TXN0000000393,2024-12-18 19:38:00,P2P,Utilities,3267,FAILED,Tamil Nadu,HDFC,Yes Bank,Android,4G,19,Wednesday,False,19
TXN0000000394,2024-09-26 19:35:00,P2P,Food,1825,SUCCESS,Tamil Nadu,IndusInd,PNB,iOS,5G,19,Thursday,False,19
TXN0000000395,2024-05-30 16:34:00,P2M,Healthcare,258,SUCCESS,Gujarat,ICICI,Kotak,Android,WiFi,16,Thursday,False,16
TXN0000000396,2024-05-24 07:06:00,Bill Payment,Education,1461,SUCCESS,Maharashtra,Kotak,Axis,Android,4G,7,Friday,False,7
TXN0000000397,2024-12-28 17:19:00,P2P,Grocery,431,SUCCESS,Uttar Pradesh,ICICI,Kotak,Android,4G,17,Saturday,True,17
TXN0000000398,2024-01-12 19:37:00,P2M,Utilities,326,SUCCESS,Telangana,ICICI,Axis,iOS,4G,19,Friday,False,19
TXN0000000399,2024-06-08 18:35:00,P2M,Other,479,SUCCESS,Tamil Nadu,Axis,IndusInd,Android,4G,18,Saturday,True,18
TXN0000000400,2024-07-28 14:39:00,P2M,Shopping,2159,SUCCESS,Delhi,SBI,HDFC,Web,4G,14,Sunday,True,14
TXN0000000401,2024-03-21 09:03:00,Recharge,Fuel,960,SUCCESS,Tamil Nadu,ICICI,HDFC,Android,4G,9,Thursday,False,9
TXN0000000402,2024-09-09 18:31:00,Bill Payment,Fuel,587,SUCCESS,Delhi,HDFC,SBI,Android,4G,18,Monday,False,18
TXN0000000403,2024-09-30 16:46:00,P2P,Entertainment,179,SUCCESS,Telangana,ICICI,ICICI,Android,5G,16,Monday,False,16
TXN0000000404,2024-05-03 18:59:00,P2M,Grocery,238,SUCCESS,Maharashtra,Yes Bank,SBI,iOS,WiFi,18,Friday,False,18
TXN0000000405,2024-01-02 15:10:00,P2M,Shopping,6083,SUCCESS,Delhi,SBI,SBI,Android,4G,15,Tuesday,False,15
TXN0000000406,2024-09-07 22:53:00,Bill Payment,Shopping,1612,SUCCESS,Karnataka,SBI,ICICI,iOS,4G,22,Saturday,True,22
TXN0000000407,2024-09-30 16:53:00,P2P,Healthcare,459,SUCCESS,Gujarat,IndusInd,Axis,Android,4G,16,Monday,False,16
TXN0000000408,2024-09-30 15:07:00,P2P,Entertainment,369,SUCCESS,West Bengal,SBI,SBI,Android,5G,15,Monday,False,15
TXN0000000409,2024-08-11 13:29:00,P2P,Other,469,SUCCESS,Tamil Nadu,Kotak,Axis,Android,5G,13,Sunday,True,13
TXN0000000410,2024-01-02 21:25:00,P2P,Grocery,420,SUCCESS,Telangana,HDFC,Axis,Android,5G,21,Tuesday,False,21
TXN0000000411,2024-04-13 06:30:00,P2P,Healthcare,406,SUCCESS,Uttar Pradesh,HDFC,Axis,Android,4G,6,Saturday,True,6
TXN0000000412,2024-02-23 18:33:00,P2M,Other,358,SUCCESS,Delhi,Yes Bank,HDFC,Android,4G,18,Friday,False,18
TXN0000000413,2024-10-14 17:40:00,Bill Payment,Utilities,3508,SUCCESS,Andhra Pradesh,Yes Bank,HDFC,Android,3G,17,Monday,False,17
TXN0000000414,2024-09-15 10:03:00,P2M,Fuel,1869,SUCCESS,West Bengal,Axis,Axis,iOS,4G,10,Sunday,True,10
TXN0000000415,2024-07-05 18:32:00,P2M,Grocery,514,SUCCESS,Karnataka,Yes Bank,Kotak,Android,3G,18,Friday,False,18
TXN0000000416,2024-08-08 20:13:00,P2P,Utilities,1980,SUCCESS,Telangana,IndusInd,SBI,iOS,4G,20,Thursday,False,20
TXN0000000417,2024-10-23 20:12:00,Bill Payment,Grocery,320,SUCCESS,Uttar Pradesh,Kotak,IndusInd,Android,WiFi,20,Wednesday,False,20
TXN0000000418,2024-10-28 20:40:00,P2P,Food,651,SUCCESS,Telangana,SBI,ICICI,Android,4G,20,Monday,False,20
TXN0000000419,2024-11-07 20:03:00,Bill Payment,Shopping,199,SUCCESS,Tamil Nadu,Axis,PNB,Android,5G,20,Thursday,False,20
TXN0000000420,2024-08-29 15:10:00,P2M,Utilities,3091,SUCCESS,Delhi,IndusInd,IndusInd,Android,4G,15,Thursday,False,15
TXN0000000421,2024-07-11 20:19:00,P2P,Shopping,165,SUCCESS,Delhi,Kotak,IndusInd,Android,WiFi,20,Thursday,False,20
TXN0000000422,2024-09-08 17:14:00,P2P,Grocery,250,SUCCESS,Maharashtra,Yes Bank,IndusInd,Android,4G,17,Sunday,True,17
TXN0000000423,2024-04-24 23:19:00,P2P,Transport,351,SUCCESS,Delhi,HDFC,HDFC,Android,4G,23,Wednesday,False,23
TXN0000000424,2024-12-11 21:48:00,P2P,Shopping,1862,SUCCESS,Maharashtra,Kotak,HDFC,Android,4G,21,Wednesday,False,21
TXN0000000425,2024-09-03 14:57:00,P2M,Food,1332,SUCCESS,Karnataka,HDFC,ICICI,Android,5G,14,Tuesday,False,14
TXN0000000426,2024-01-02 19:51:00,P2P,Shopping,932,FAILED,Andhra Pradesh,IndusInd,HDFC,Web,5G,19,Tuesday,False,19
TXN0000000427,2024-06-28 18:14:00,P2P,Utilities,3014,SUCCESS,Rajasthan,SBI,HDFC,Android,4G,18,Friday,False,18
TXN0000000428,2024-03-19 18:50:00,P2M,Grocery,301,SUCCESS,Maharashtra,HDFC,HDFC,Android,4G,18,Tuesday,False,18
TXN0000000429,2024-10-18 01:02:00,P2P,Healthcare,368,SUCCESS,Maharashtra,HDFC,Yes Bank,iOS,5G,1,Friday,False,1
TXN0000000430,2024-03-22 05:15:00,P2M,Other,757,SUCCESS,Maharashtra,HDFC,SBI,Android,4G,5,Friday,False,5
TXN0000000431,2024-12-05 12:17:00,P2M,Food,241,SUCCESS,Maharashtra,HDFC,ICICI,Android,4G,12,Thursday,False,12
TXN0000000432,2024-10-27 13:16:00,P2M,Food,83,SUCCESS,Telangana,ICICI,HDFC,Android,4G,13,Sunday,True,13
TXN0000000433,2024-11-02 15:11:00,P2M,Other,197,SUCCESS,Maharashtra,SBI,SBI,Android,4G,15,Saturday,True,15
TXN0000000434,2024-11-29 19:02:00,P2M,Entertainment,378,SUCCESS,Maharashtra,SBI,SBI,Android,4G,19,Friday,False,19
TXN0000000435,2024-04-14 15:43:00,Bill Payment,Other,634,FAILED,Tamil Nadu,ICICI,SBI,iOS,WiFi,15,Sunday,True,15
TXN0000000436,2024-05-25 21:34:00,P2P,Other,604,SUCCESS,Rajasthan,ICICI,SBI,Android,5G,21,Saturday,True,21
TXN0000000437,2024-06-12 21:21:00,Bill Payment,Food,738,SUCCESS,Rajasthan,ICICI,ICICI,Android,5G,21,Wednesday,False,21
TXN0000000438,2024-06-09 21:35:00,P2P,Grocery,1898,SUCCESS,Delhi,HDFC,IndusInd,iOS,WiFi,21,Sunday,True,21
TXN0000000439,2024-11-17 22:50:00,P2M,Shopping,213,SUCCESS,Karnataka,SBI,SBI,Android,4G,22,Sunday,True,22
TXN0000000440,2024-02-24 19:52:00,P2P,Healthcare,122,SUCCESS,West Bengal,IndusInd,Yes Bank,Android,4G,19,Saturday,True,19
TXN0000000441,2024-09-28 12:30:00,P2M,Healthcare,160,SUCCESS,Uttar Pradesh,SBI,IndusInd,Android,4G,12,Saturday,True,12
TXN0000000442,2024-03-07 19:16:00,P2P,Shopping,1575,SUCCESS,Maharashtra,Axis,SBI,iOS,4G,19,Thursday,False,19
TXN0000000443,2024-03-28 08:35:00,P2M,Utilities,15583,SUCCESS,Telangana,HDFC,ICICI,Android,5G,8,Thursday,False,8
TXN0000000444,2024-04-13 09:59:00,P2P,Shopping,2950,SUCCESS,Telangana,SBI,HDFC,Android,4G,9,Saturday,True,9
TXN0000000445,2024-08-05 18:11:00,Recharge,Shopping,135,SUCCESS,Karnataka,SBI,SBI,Android,4G,18,Monday,False,18
TXN0000000446,2024-10-04 13:06:00,Bill Payment,Shopping,367,SUCCESS,Uttar Pradesh,IndusInd,SBI,Android,4G,13,Friday,False,13
TXN0000000447,2024-10-24 18:48:00,P2M,Shopping,1788,SUCCESS,Delhi,HDFC,Kotak,iOS,4G,18,Thursday,False,18
TXN0000000448,2024-04-22 18:11:00,Bill Payment,Grocery,137,SUCCESS,West Bengal,SBI,Yes Bank,Android,5G,18,Monday,False,18
TXN0000000449,2024-06-10 16:32:00,P2P,Fuel,1260,SUCCESS,Delhi,HDFC,HDFC,iOS,5G,16,Monday,False,16
TXN0000000450,2024-05-21 19:45:00,P2P,Fuel,837,SUCCESS,Gujarat,ICICI,SBI,Web,4G,19,Tuesday,False,19
TXN0000000451,2024-01-04 07:18:00,P2P,Education,1051,SUCCESS,Delhi,ICICI,SBI,Android,4G,7,Thursday,False,7
TXN0000000452,2024-10-03 10:31:00,P2M,Entertainment,322,FAILED,Maharashtra,SBI,SBI,iOS,5G,10,Thursday,False,10
TXN0000000453,2024-10-31 17:57:00,Bill Payment,Grocery,476,SUCCESS,Telangana,Axis,Axis,Android,4G,17,Thursday,False,17
TXN0000000454,2024-02-19 20:13:00,Recharge,Entertainment,588,SUCCESS,Gujarat,SBI,PNB,Android,4G,20,Monday,False,20
TXN0000000455,2024-10-27 09:40:00,P2M,Healthcare,383,SUCCESS,Telangana,PNB,SBI,iOS,5G,9,Sunday,True,9
TXN0000000456,2024-06-23 19:11:00,P2M,Food,100,SUCCESS,Telangana,IndusInd,HDFC,Android,4G,19,Sunday,True,19
TXN0000000457,2024-05-31 10:06:00,Bill Payment,Fuel,3218,SUCCESS,Telangana,Axis,Kotak,Android,3G,10,Friday,False,10
TXN0000000458,2024-09-05 19:36:00,P2P,Grocery,1363,SUCCESS,West Bengal,Axis,IndusInd,Android,WiFi,19,Thursday,False,19
TXN0000000459,2024-02-19 15:37:00,P2P,Transport,271,SUCCESS,Uttar Pradesh,ICICI,PNB,Android,WiFi,15,Monday,False,15
TXN0000000460,2024-01-03 12:07:00,P2P,Grocery,747,SUCCESS,Maharashtra,ICICI,ICICI,Android,WiFi,12,Wednesday,False,12
TXN0000000461,2024-08-26 17:42:00,P2P,Grocery,2734,SUCCESS,Uttar Pradesh,Kotak,HDFC,Android,4G,17,Monday,False,17
TXN0000000462,2024-10-15 20:18:00,Bill Payment,Utilities,3603,FAILED,Delhi,Kotak,PNB,Android,5G,20,Tuesday,False,20
TXN0000000463,2024-12-27 20:35:00,P2P,Transport,34,SUCCESS,West Bengal,HDFC,ICICI,Android,4G,20,Friday,False,20
TXN0000000464,2024-07-23 18:35:00,P2P,Food,1559,SUCCESS,Tamil Nadu,SBI,PNB,Android,3G,18,Tuesday,False,18
TXN0000000465,2024-10-01 20:39:00,Bill Payment,Utilities,372,SUCCESS,Andhra Pradesh,IndusInd,IndusInd,Android,5G,20,Tuesday,False,20
TXN0000000466,2024-09-01 14:16:00,P2P,Shopping,498,SUCCESS,Rajasthan,SBI,Kotak,Android,4G,14,Sunday,True,14
TXN0000000467,2024-07-26 23:51:00,Recharge,Entertainment,127,SUCCESS,Uttar Pradesh,Axis,ICICI,Android,4G,23,Friday,False,23
TXN0000000468,2024-08-12 20:17:00,P2P,Other,452,SUCCESS,Maharashtra,Axis,Kotak,Android,4G,20,Monday,False,20
TXN0000000469,2024-07-21 17:50:00,P2M,Shopping,2709,SUCCESS,Tamil Nadu,HDFC,Axis,Android,4G,17,Sunday,True,17
TXN0000000470,2024-04-11 21:21:00,P2P,Grocery,198,SUCCESS,Delhi,SBI,Yes Bank,Android,4G,21,Thursday,False,21
TXN0000000471,2024-10-16 18:35:00,Bill Payment,Grocery,1248,SUCCESS,Tamil Nadu,IndusInd,SBI,Android,4G,18,Wednesday,False,18
TXN0000000472,2024-03-30 23:10:00,P2P,Other,756,SUCCESS,Telangana,Kotak,IndusInd,Android,4G,23,Saturday,True,23
TXN0000000473,2024-10-03 18:23:00,P2P,Other,227,SUCCESS,Telangana,PNB,Yes Bank,Android,4G,18,Thursday,False,18
TXN0000000474,2024-11-27 07:55:00,P2M,Utilities,3388,SUCCESS,Andhra Pradesh,IndusInd,IndusInd,Android,5G,7,Wednesday,False,7
TXN0000000475,2024-09-07 17:13:00,Bill Payment,Grocery,2018,SUCCESS,West Bengal,SBI,SBI,Web,4G,17,Saturday,True,17
TXN0000000476,2024-03-22 18:43:00,P2P,Food,1205,SUCCESS,Gujarat,ICICI,Yes Bank,Android,4G,18,Friday,False,18
TXN0000000477,2024-09-20 21:57:00,P2M,Food,572,SUCCESS,Karnataka,Kotak,PNB,Android,4G,21,Friday,False,21
TXN0000000478,2024-09-01 12:02:00,Bill Payment,Shopping,800,FAILED,Uttar Pradesh,PNB,Axis,Android,4G,12,Sunday,True,12
TXN0000000479,2024-04-09 22:34:00,P2P,Shopping,881,FAILED,Maharashtra,SBI,HDFC,Android,5G,22,Tuesday,False,22
TXN0000000480,2024-02-19 18:44:00,P2M,Grocery,1537,SUCCESS,Maharashtra,IndusInd,SBI,Android,4G,18,Monday,False,18
TXN0000000481,2024-02-05 13:03:00,P2P,Other,1791,SUCCESS,Maharashtra,SBI,Yes Bank,Android,WiFi,13,Monday,False,13
TXN0000000482,2024-01-01 03:45:00,Bill Payment,Shopping,1122,SUCCESS,Maharashtra,Yes Bank,HDFC,Android,5G,3,Monday,False,3
TXN0000000483,2024-06-04 19:38:00,P2M,Other,753,SUCCESS,Andhra Pradesh,IndusInd,Axis,iOS,4G,19,Tuesday,False,19
TXN0000000484,2024-06-21 13:19:00,P2M,Transport,78,SUCCESS,Uttar Pradesh,IndusInd,SBI,Android,WiFi,13,Friday,False,13
TXN0000000485,2024-10-08 18:12:00,P2M,Shopping,308,SUCCESS,Delhi,Yes Bank,ICICI,Android,4G,18,Tuesday,False,18
TXN0000000486,2024-12-01 18:19:00,P2M,Shopping,1288,SUCCESS,West Bengal,SBI,PNB,Android,WiFi,18,Sunday,True,18
TXN0000000487,2024-06-14 17:19:00,P2P,Entertainment,500,SUCCESS,Rajasthan,ICICI,HDFC,Android,5G,17,Friday,False,17
TXN0000000488,2024-12-26 12:33:00,P2P,Transport,124,SUCCESS,Delhi,SBI,Axis,Android,4G,12,Thursday,False,12
TXN0000000489,2024-03-25 20:15:00,P2M,Grocery,244,SUCCESS,Maharashtra,SBI,SBI,iOS,5G,20,Monday,False,20
TXN0000000490,2024-03-07 08:50:00,P2P,Other,822,SUCCESS,Karnataka,IndusInd,HDFC,iOS,4G,8,Thursday,False,8
TXN0000000491,2024-10-18 15:11:00,P2M,Food,585,SUCCESS,Uttar Pradesh,HDFC,SBI,iOS,4G,15,Friday,False,15
TXN0000000492,2024-03-13 07:00:00,Bill Payment,Utilities,1605,SUCCESS,Karnataka,Axis,SBI,Android,5G,7,Wednesday,False,7
TXN0000000493,2024-11-09 12:45:00,P2P,Entertainment,247,SUCCESS,Karnataka,Axis,PNB,iOS,5G,12,Saturday,True,12
TXN0000000494,2024-06-30 19:33:00,P2P,Entertainment,893,SUCCESS,Maharashtra,PNB,ICICI,Android,4G,19,Sunday,True,19
TXN0000000495,2024-08-13 21:14:00,P2P,Food,234,SUCCESS,Tamil Nadu,HDFC,SBI,Android,4G,21,Tuesday,False,21
TXN0000000496,2024-02-06 14:12:00,Bill Payment,Other,734,SUCCESS,Tamil Nadu,SBI,SBI,Android,5G,14,Tuesday,False,14
TXN0000000497,2024-09-21 09:07:00,Bill Payment,Other,1910,FAILED,Gujarat,HDFC,HDFC,Android,4G,9,Saturday,True,9
TXN0000000498,2024-05-01 10:03:00,Bill Payment,Grocery,2462,SUCCESS,Maharashtra,Yes Bank,Yes Bank,Android,4G,10,Wednesday,False,10
TXN0000000499,2024-07-29 10:02:00,Bill Payment,Shopping,1131,SUCCESS,Maharashtra,HDFC,HDFC,Android,4G,10,Monday,False,10
TXN0000000500,2024-08-19 11:11:00,P2P,Utilities,1518,SUCCESS,Andhra Pradesh,PNB,Kotak,Android,4G,11,Monday,False,11
TXN0000000501,2024-12-13 07:57:00,P2P,Healthcare,334,SUCCESS,West Bengal,PNB,SBI,Android,4G,7,Friday,False,7
TXN0000000502,2024-12-21 15:03:00,P2P,Entertainment,283,SUCCESS,Maharashtra,Kotak,HDFC,Android,4G,15,Saturday,True,15
TXN0000000503,2024-01-31 13:50:00,P2P,Food,388,SUCCESS,Karnataka,Kotak,Yes Bank,Android,WiFi,13,Wednesday,False,13
TXN0000000504,2024-05-30 18:00:00,P2P,Other,554,FAILED,Karnataka,SBI,Kotak,Android,4G,18,Thursday,False,18
TXN0000000505,2024-09-23 15:13:00,P2M,Food,103,SUCCESS,Rajasthan,HDFC,Yes Bank,Android,5G,15,Monday,False,15
TXN0000000506,2024-07-13 09:45:00,P2P,Food,133,SUCCESS,Delhi,IndusInd,HDFC,Android,4G,9,Saturday,True,9
TXN0000000507,2024-01-09 05:40:00,Bill Payment,Other,286,SUCCESS,Andhra Pradesh,SBI,ICICI,Android,WiFi,5,Tuesday,False,5
TXN0000000508,2024-10-09 20:37:00,P2P,Entertainment,218,SUCCESS,Maharashtra,Axis,HDFC,iOS,WiFi,20,Wednesday,False,20
TXN0000000509,2024-10-28 21:14:00,P2M,Food,119,SUCCESS,Maharashtra,Yes Bank,HDFC,Android,5G,21,Monday,False,21
TXN0000000510,2024-10-27 16:01:00,P2P,Transport,189,SUCCESS,Rajasthan,HDFC,IndusInd,Android,5G,16,Sunday,True,16
TXN0000000511,2024-01-11 21:58:00,P2M,Entertainment,661,SUCCESS,Tamil Nadu,HDFC,PNB,Android,5G,21,Thursday,False,21
TXN0000000512,2024-09-02 19:06:00,P2P,Grocery,222,SUCCESS,Maharashtra,PNB,SBI,Android,WiFi,19,Monday,False,19
TXN0000000513,2024-09-13 09:39:00,P2P,Grocery,1064,SUCCESS,Tamil Nadu,ICICI,Axis,Android,4G,9,Friday,False,9
TXN0000000514,2024-01-02 18:12:00,P2P,Food,476,SUCCESS,Telangana,IndusInd,SBI,iOS,4G,18,Tuesday,False,18
TXN0000000515,2024-06-28 11:22:00,P2M,Fuel,4976,SUCCESS,Tamil Nadu,Kotak,SBI,Android,4G,11,Friday,False,11
TXN0000000516,2024-08-30 09:35:00,P2M,Fuel,4305,SUCCESS,Telangana,HDFC,Axis,Android,4G,9,Friday,False,9
TXN0000000517,2024-02-08 13:43:00,P2M,Food,497,SUCCESS,Maharashtra,Yes Bank,IndusInd,iOS,4G,13,Thursday,False,13
TXN0000000518,2024-03-20 11:10:00,P2P,Food,265,SUCCESS,West Bengal,HDFC,SBI,iOS,5G,11,Wednesday,False,11
TXN0000000519,2024-09-12 02:30:00,P2M,Entertainment,1715,SUCCESS,Telangana,SBI,HDFC,iOS,5G,2,Thursday,False,2
TXN0000000520,2024-06-16 08:16:00,Recharge,Shopping,166,SUCCESS,Uttar Pradesh,SBI,PNB,Android,4G,8,Sunday,True,8
TXN0000000521,2024-05-21 18:45:00,Bill Payment,Other,432,SUCCESS,Karnataka,HDFC,PNB,Android,WiFi,18,Tuesday,False,18
TXN0000000522,2024-02-12 06:59:00,P2M,Shopping,9541,SUCCESS,Tamil Nadu,IndusInd,Axis,Android,4G,6,Monday,False,6
TXN0000000523,2024-05-10 13:25:00,Recharge,Grocery,1086,SUCCESS,Delhi,ICICI,SBI,Android,5G,13,Friday,False,13
TXN0000000524,2024-03-29 18:04:00,Bill Payment,Fuel,473,SUCCESS,Rajasthan,Yes Bank,IndusInd,iOS,4G,18,Friday,False,18
TXN0000000525,2024-01-26 22:25:00,P2M,Shopping,646,SUCCESS,Delhi,SBI,SBI,Android,4G,22,Friday,False,22
TXN0000000526,2024-08-16 01:17:00,P2P,Utilities,2243,SUCCESS,Rajasthan,PNB,Axis,Android,4G,1,Friday,False,1
TXN0000000527,2024-09-11 10:40:00,P2P,Entertainment,123,SUCCESS,Uttar Pradesh,SBI,Yes Bank,Android,5G,10,Wednesday,False,10
TXN0000000528,2024-05-19 16:32:00,P2P,Healthcare,966,SUCCESS,Maharashtra,IndusInd,PNB,Android,4G,16,Sunday,True,16
TXN0000000529,2024-08-15 03:12:00,P2M,Education,3795,SUCCESS,Rajasthan,SBI,Axis,Android,5G,3,Thursday,False,3
TXN0000000530,2024-09-15 23:27:00,P2P,Utilities,3474,SUCCESS,Delhi,Axis,Axis,Android,5G,23,Sunday,True,23
TXN0000000531,2024-01-14 19:41:00,Recharge,Shopping,6859,SUCCESS,West Bengal,HDFC,Kotak,Android,4G,19,Sunday,True,19
TXN0000000532,2024-08-19 16:33:00,P2P,Grocery,248,SUCCESS,Karnataka,PNB,Kotak,Android,4G,16,Monday,False,16
TXN0000000533,2024-12-10 12:35:00,Recharge,Transport,73,SUCCESS,Tamil Nadu,HDFC,ICICI,Web,4G,12,Tuesday,False,12
TXN0000000534,2024-10-25 15:55:00,P2M,Grocery,909,FAILED,Maharashtra,PNB,IndusInd,Android,4G,15,Friday,False,15
TXN0000000535,2024-08-23 11:58:00,Bill Payment,Grocery,375,SUCCESS,West Bengal,IndusInd,Axis,iOS,4G,11,Friday,False,11
TXN0000000536,2024-01-02 22:04:00,P2M,Utilities,293,SUCCESS,Delhi,SBI,SBI,iOS,4G,22,Tuesday,False,22
TXN0000000537,2024-04-12 10:32:00,P2M,Other,444,SUCCESS,Karnataka,PNB,IndusInd,Android,5G,10,Friday,False,10
TXN0000000538,2024-08-22 22:38:00,P2M,Fuel,2065,SUCCESS,Uttar Pradesh,ICICI,Yes Bank,Android,5G,22,Thursday,False,22
TXN0000000539,2024-02-08 15:31:00,P2P,Utilities,4001,SUCCESS,Tamil Nadu,IndusInd,IndusInd,Android,4G,15,Thursday,False,15
TXN0000000540,2024-12-17 14:41:00,P2P,Shopping,631,SUCCESS,Uttar Pradesh,Kotak,PNB,Android,3G,14,Tuesday,False,14
TXN0000000541,2024-01-20 14:25:00,P2M,Transport,337,SUCCESS,Karnataka,SBI,IndusInd,Android,5G,14,Saturday,True,14
TXN0000000542,2024-11-22 06:54:00,P2M,Entertainment,725,SUCCESS,Andhra Pradesh,Yes Bank,Yes Bank,iOS,4G,6,Friday,False,6
TXN0000000543,2024-04-02 17:13:00,P2M,Shopping,811,SUCCESS,Rajasthan,HDFC,ICICI,Android,4G,17,Tuesday,False,17
TXN0000000544,2024-09-04 14:39:00,P2M,Fuel,3673,SUCCESS,Maharashtra,Yes Bank,ICICI,Android,4G,14,Wednesday,False,14
TXN0000000545,2024-06-24 16:21:00,P2P,Other,376,SUCCESS,Rajasthan,SBI,Yes Bank,Android,WiFi,16,Monday,False,16
TXN0000000546,2024-02-24 18:55:00,P2P,Food,453,SUCCESS,West Bengal,IndusInd,Kotak,Android,WiFi,18,Saturday,True,18
TXN0000000547,2024-03-29 18:31:00,P2M,Shopping,5220,SUCCESS,West Bengal,SBI,Kotak,Android,5G,18,Friday,False,18
TXN0000000548,2024-12-14 09:45:00,P2P,Grocery,316,FAILED,Maharashtra,SBI,ICICI,iOS,5G,9,Saturday,True,9
TXN0000000549,2024-08-06 17:35:00,Recharge,Entertainment,705,SUCCESS,Uttar Pradesh,SBI,ICICI,Android,4G,17,Tuesday,False,17
TXN0000000550,2024-12-30 20:38:00,P2P,Food,378,SUCCESS,Uttar Pradesh,ICICI,ICICI,Android,4G,20,Monday,False,20
TXN0000000551,2024-11-12 17:59:00,P2P,Fuel,2170,SUCCESS,Andhra Pradesh,HDFC,HDFC,Android,4G,17,Tuesday,False,17
TXN0000000552,2024-12-20 20:56:00,P2M,Food,496,SUCCESS,Delhi,SBI,HDFC,Android,5G,20,Friday,False,20
TXN0000000553,2024-06-10 18:03:00,P2M,Shopping,8360,SUCCESS,Telangana,HDFC,IndusInd,Android,4G,18,Monday,False,18
TXN0000000554,2024-10-20 18:51:00,P2M,Food,228,SUCCESS,Delhi,Yes Bank,PNB,Android,4G,18,Sunday,True,18
TXN0000000555,2024-02-01 20:45:00,P2P,Grocery,465,SUCCESS,Rajasthan,Yes Bank,ICICI,Android,WiFi,20,Thursday,False,20
TXN0000000556,2024-04-23 13:40:00,P2P,Utilities,4885,SUCCESS,Tamil Nadu,SBI,Yes Bank,iOS,5G,13,Tuesday,False,13
TXN0000000557,2024-03-30 20:52:00,P2M,Fuel,564,SUCCESS,Karnataka,IndusInd,SBI,Android,WiFi,20,Saturday,True,20
TXN0000000558,2024-01-28 21:23:00,P2M,Shopping,3336,SUCCESS,Maharashtra,HDFC,IndusInd,Android,WiFi,21,Sunday,True,21
TXN0000000559,2024-12-18 16:11:00,P2M,Utilities,2020,SUCCESS,Rajasthan,IndusInd,PNB,Android,4G,16,Wednesday,False,16
TXN0000000560,2024-07-16 19:42:00,P2P,Grocery,231,SUCCESS,Karnataka,SBI,Kotak,iOS,4G,19,Tuesday,False,19
TXN0000000561,2024-10-15 21:51:00,P2P,Shopping,1043,SUCCESS,Andhra Pradesh,SBI,ICICI,Android,4G,21,Tuesday,False,21
TXN0000000562,2024-01-03 12:48:00,P2M,Utilities,3858,SUCCESS,Telangana,Yes Bank,SBI,Android,4G,12,Wednesday,False,12
TXN0000000563,2024-08-02 12:47:00,Bill Payment,Shopping,1519,SUCCESS,Rajasthan,SBI,Kotak,iOS,4G,12,Friday,False,12
TXN0000000564,2024-10-06 22:23:00,P2P,Grocery,502,SUCCESS,Delhi,Axis,SBI,Android,4G,22,Sunday,True,22
TXN0000000565,2024-12-29 22:21:00,P2M,Shopping,3927,SUCCESS,Karnataka,HDFC,Axis,Android,4G,22,Sunday,True,22
TXN0000000566,2024-08-24 09:05:00,P2M,Grocery,3803,SUCCESS,Andhra Pradesh,Yes Bank,PNB,iOS,3G,9,Saturday,True,9
